,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId
3234,3234,3234,3234,False,,0,"Comedy,Drama",,139058,tt0061801,English,I'll Never Forget What's'isname,"Advertising golden boy Andrew Quint is fed up with his fabulously successful life. In very dramatic fashion, he quits his job to return to writing for a small literary magazine. He wants to leave his former life behind, going as far as saying good-bye to his wife and mistresses. He finds, however, that it's not so easy to escape the past.",0.29714,http://img.omdbapi.com/?i=tt0061801&h=600&apikey=f3f2af9c,Scimitar_Productions,United_Kingdom,1967-12-18,0.0,97.0,English,Released,"He smashed up his desk, gave up a wife, three mistresses and went back to the simple life. Then his troubles really started!",I'll Never Forget What's'isname,False,7.0,3.0,1967,"Jonathan_Lute-Orson_Welles,Andrew_Quint-Oliver_Reed,Georgina_Elben-Carol_White,Gerald_Sater-Harry_Andrews,Headmaster-Michael_Hordern,Louise_Quint-Wendy_Craig,Nicholas-Norman_Rodway,Josie-Marianne_Faithfull,Chaplain-Frank_Finlay,Carla-Ann_Lynn,Charles_Maccabee-Harvey_Hall,Susannah-Lyn_Ashley,-Basil_Dignam,Michael_Cornwall-Mark_Burns,Kellaway-Mark_Eden,Lewis_Force-Stuart_Cooper,Anna-Veronica_Clifford,Eldrich-Roland_Curram,Bankman-Peter_Graves,Galloway-Robert_Mill,Walter-Edward_Fox",Michael_Winner,advertising,139058.0,253225.0,78210.0
3255,3255,3255,3255,False,,0,"Fantasy,Drama,Comedy",,12186,tt0101698,English,Defending Your Life,"In an afterlife resembling the present-day US, people must prove their worth by showing in court how they have demonstrated courage.",3.711347,http://img.omdbapi.com/?i=tt0101698&h=600&apikey=f3f2af9c,"Geffen_Pictures,Warner_Bros.",United_States_of_America,1991-03-22,0.0,112.0,"English,日本語",Released,The first true story of what happens after you die.,Defending Your Life,False,6.5,65.0,1991,"Daniel_Miller-Albert_Brooks,Julia-Meryl_Streep,Bob_Diamond-Rip_Torn,Lena_Foster-Lee_Grant,Agency_Head-Michael_Durrell,Daniel's_Judge-Lillian_Lehman,Daniel's_Father-S._Scott_Bullock,Dick_Stanley,_Daniel's_substitute_attorney-Buck_Henry,Jeep_Owner-James_Eckhouse,Victorian_Girl-Noley_Thornton,Shirley_MacLaine-Shirley_MacLaine,Waitress-Mary_Pat_Gleason,Elderly_Woman_on_Tram-Maxine_Elliott_Hicks,Comedian-Roger_Behr,Martin-Alex_Sheafe,Daniel's_Judge-George_Wallace,Steve-Ethan_Embry",Albert_Brooks,"heaven,afterlife",,,
3440,3440,3440,3440,False,,0,Drama,,27857,tt0093776,English,Prick Up Your Ears,"Stephen Frears directs this biographical drama focusing on controversial British playwright Joe Orton (Gary Oldman), revealed in flashback after his murder by lover Kenneth Halliwell (Alfred Molina).  Born in 1933 in Leicester, in the English Midlands, John 'Joe' Orton moves to  London in 1951, to study at RADA, and enjoys an openly gay relationship with Halliwell in their famous Islington flat in the 1960s. However, when Orton achieves spectacular success with such plays as 'What the Butler Saw' and 'Loot', Halliwell begins to feel alienated and the pair's future looks increasingly uncertain.",3.328585,http://img.omdbapi.com/?i=tt0093776&h=600&apikey=f3f2af9c,civilhand,United_Kingdom,1987-04-17,0.0,111.0,English,Released,,Prick Up Your Ears,False,6.1,27.0,1987,"Joe_Orton-Gary_Oldman,Kenneth_Halliwell-Alfred_Molina,Peggy_Ramsay-Vanessa_Redgrave,Leonie_Orton-Frances_Barber,Anthea_Lahr-Lindsay_Duncan,Elsie_Orton-Julie_Walters,John_Lahr-Wallace_Shawn,Mrs._Sugden-Janet_Dale,Mr_Sugden-Dave_Atkins,Mr._Sloane_Actor-Garry_Cooper,Actor_2-Roger_Lloyd_Pack,Orton's_Friends-Sean_Pertwee,Orton's_Friends-Helena_Michell,Miss_Battersby-Selina_Cadell,Policeman-Neil_Dudgeon,Psychiatrist-Richard_Wilson,Simon_Ward-Steven_Mackintosh,Douglas_Orton-Karl_Johnson,Undertaker-David_Bradley,Anthea's_Mother-Joan_Sanderson,Constable-Spencer_Leigh,Police_Inspector-Neville_Smith,Chauffeur-John_Salthouse,Brian_Epstein-David_Cardy,Wigmaker-John_Moffatt,Mr_Cunliffe-Charles_McKeown,Madame_Lambert-Margaret_Tyzack,William_Orton-James_Grant,Education_Officer-Eric_Richard,RADA_Chairman-William_Job,RADA_Judge-Rosalind_Knight,RADA_Judge-Angus_MacKay,RADA_Instructor-Linda_Spurrier,Janet-Charlotte_Wodehouse,Magistrate-Bert_Parnaby,Brickie-Liam_De_Staic,Counsel-Antony_Carrick,Publisher-Christopher_Guinee,Kenneth-Stevan_Rimkus,BBC_Actor-Michael_Müller,BBC_Actor_2-Anthony_Douse,Director-John_Kane,Stage_Manager-Joanne_Connelly,Philip-Noel_Davis,Peggy_Ramsey's_Secretary-Philippa_Davies,Gallery_Owner-Julie_Legrand,Woman_in_Gallery-Jane_Blackburn,Woman_in_Gallery_2-Stella_Richman,Youth_Outside_Lavatory-Jonny_Phillips,Man_Outside_Lavatory-Richard_Ireson,Moroccan_Boy_1-Ahmed_Elgheur,Moroccan_Boy_2-Moktar_Dagmouni,Marilyn_Orton-Sian_Thomas,George_Barnett-Stephen_Bill,Awards_Chairman-Max_Stafford-Clark,Undertaker's_Boy-Simon_Adams,Beatle's_Chauffeur-Mark_Brignal,Mortuary_Attendant-Robin_Hooper,Beatles_Chauffeur-Mark_Brignal,Patrick_Proktor-Derek_Jarman",Stephen_Frears,"gay,england,based_on_novel",27857.0,382330.0,464.0
4124,4124,4124,4124,False,,0,Documentary,,65075,tt0206187,English,Keep the River on Your Right: A Modern Cannibal Tale,"In 1955, Tobias Schneebaum disappeared into the depths of the Peruvian Amazon. He had no guide, no map, and only the vaguest of instructions: Keep the river on your right. A year later Schneebaum emerged from the jungle…naked, covered in body paint, and a modern-day cannibal.  Titled after Schneebaum’s 1969 cult classic memoir about his formative experiences living in the Amazon, Keep The River On Your Right is the extraordinary stranger-than-fiction story of Schneebaum’s return to the jungle, 45 years after his original visit, to reunite with the very tribesmen he loved and who gave him nightmares for nearly half a century. A deeply affecting and searing portrait, sibling filmmakers Laurie and David Shapiro capture a man in utter conflict, a fearless adventurer, and one of the most charming, enigmatic, and perplexing men ever captured on screen.",0.122334,http://img.omdbapi.com/?i=tt0206187&h=600&apikey=f3f2af9c,,United_States_of_America,2000-04-15,0.0,82.0,"English,Español",Released,,Keep the River on Your Right: A Modern Cannibal Tale,False,8.0,3.0,2000,"-Tobias_Schneebaum,-Norman_Mailer,-Michael_Nelson_Rockefeller",Laurie_Gwen_Shapiro,"cultural_difference,woman_director",,,
4601,4601,4601,4601,False,,20000000,"Drama,Action,Comedy,Western,Music",,20391,tt0064782,English,Paint Your Wagon,"A Michigan farmer and a prospector form a partnership in the California gold country. Their adventures include buying and sharing a wife, hijacking a stage, kidnapping six prostitutes, and turning their mining camp into a boom town. Along the way there is plenty of drinking, gambling, and singing. They even find time to do some creative gold mining.",10.648872,http://img.omdbapi.com/?i=tt0064782&h=600&apikey=f3f2af9c,"Paramount_Pictures,Malpaso_Productions,Alan_Jay_Lerner_Productions",United_States_of_America,1969-10-15,31678778.0,158.0,"English,Español",Released,Stake Your Claim To The Musical Goldmine of '69!,Paint Your Wagon,False,6.3,65.0,1969,"Ben_Rumson-Lee_Marvin,Pardner-Clint_Eastwood,Elizabeth-Jean_Seberg,Rotten_Luck_Willie-Harve_Presnell,Mad_Jack_Duncan-Ray_Walston,Horton_Fenty-Tom_Ligon,Parson-Alan_Dexter,Horace_Tabor-William_O'Connell,Atwell-Robert_Easton,Foster-Geoffrey_Norman,Jacob_Woodling-John_Mitchum,Sarah_Woodling-Sue_Casey,Hennessey-Roy_Jenson",Joshua_Logan,"mining,prospector",,,
4977,4977,4977,4977,False,,0,"Romance,Comedy,Drama",,4267,tt0078122,French,Préparez vos mouchoirs,"Solange is depressed: she's stopped smiling, she eats little, she says less. She has fainting fits. Her husband Raoul seeks to save her by enlisting Stephane, a stranger, to be her lover. Although he listens to Mozart and has every Pocket Book arranged in alphabetical order, Stephane fails to cheer Solange. She knits. She does housework. Everyone, including their neighbor a vegetable vendor, agrees that she needs a child, yet she fails to get pregnant by either lover. The three take a job running a kids' summer camp where they meet Christian, the precocious 13-year-old son of the local factory manager. It is Christian who restores Solange to laughter",2.411369,http://img.omdbapi.com/?i=tt0078122&h=600&apikey=f3f2af9c,"CAPAC,Belga_Films",France,1978-01-11,0.0,108.0,Français,Released,,Get Out Your Handkerchiefs,False,6.9,18.0,1978,"Raoul-Gérard_Depardieu,Stéphane-Patrick_Dewaere,Solange-Carole_Laure,le_voisin-Michel_Serrault,Mme_Beloeil-Eléonore_Hirt,M._Beloeil-Jean_Rougerie,Christian_Beloeil-Riton_Liebman,la_passante-Sylvie_Joly,Le_docteur_Rue-Michel_Beaune,La_barmaid-Liliane_Rovère",Bertrand_Blier,"wife_husband_relationship,1970s,bisexuality,classical_music,stricken",4267.0,203755.0,2144.0
5021,5021,5021,5021,False,,0,"Comedy,Drama",,13791,tt0207524,English,How to Kill Your Neighbor's Dog,"The story of Peter McGowan, a chain-smoking, impotent, insomniac playwright who lives in Los Angeles. Once very successful, he is now in the tenth year of a decade-long string of production failures. He finds himself bonding with a new neighbor's lonely young daughter who has mild cerebral palsy; and during one of his middle-of-the-night strolls, he encounters his oddball doppelgänger.",6.38471,http://img.omdbapi.com/?i=tt0207524&h=600&apikey=f3f2af9c,,"Germany,United_States_of_America",2002-02-22,0.0,107.0,English,Released,,How to Kill Your Neighbor's Dog,False,6.5,22.0,2002,"Peter_McGowan-Kenneth_Branagh,Melanie_McGowan-Robin_Wright,Amy_Walsh-Suzi_Hofrichter,Edna-Lynn_Redgrave,False_Peter-Jared_Harris,Larry-Peter_Riegert,Brian_Sellars-David_Krumholtz,Adam-Johnathon_Schaech,Victoria-Kaitlin_Hopkins,Allana-Suzy_Joachim,Janitor-Brett_Rickaby,Trina_Walsh-Lucinda_Jenney,Amy's_Father-Derek_Kellock,Babysitter-Stacy_Hogue,Debra_Salhany-Peri_Gilpin,Laura_Leeton-Tamala_Jones,Female_Anchor-Benita_Ha,Male_Anchor-Mark_Brandon",Michael_Kalesniko,"screenplay,rage_and_hate,alzheimer,stalker,independent_film,neighbor,dog,doppelganger",,,
5052,5052,5052,5052,False,,0,Drama,,63510,tt0091295,English,"Jo Jo Dancer, Your Life Is Calling","In this film that closely parallels his own life story, Richard Pryor plays Jo Jo Dancer, a popular stand-up comedian who has severely burned himself in a drug incident. As he lies unconscious in a hospital, his spiritual alter ego gets up and begins a journey of his own. He revisits his life, from growing up in a brothel as a child and struggling to beat the long odds to become a top rated comedian. However, his success brings new problems as he develops a tragic pattern of substance abuse that begins to screw up his life. All the while, Jo Jo's spirit watches these events and attempts to convince his past self to turn off from his path of self destruction. Written by Kenneth Chisholm",0.109362,http://img.omdbapi.com/?i=tt0091295&h=600&apikey=f3f2af9c,Columbia_Pictures,United_States_of_America,1986-05-02,0.0,97.0,English,Released,A comic with one eye on his audience and another eye on the truth.,"Jo Jo Dancer, Your Life Is Calling",False,6.8,5.0,1986,"Jo_Jo_Dancer_/_Alter_Ego-Richard_Pryor,Michelle-Debbie_Allen,Arturo-Art_Evans,Grace-Fay_Hauser,Dawn-Barbara_Williams,Grandmother-Carmen_McRae,Satin_Doll-Paula_Kelly,Mother-Diahnne_Abbott,Father-Scoey_Mitchell,Johnny_Barnett-Billy_Eckstine,Alicia-Tanya_Boyd,Cliff-Wings_Hauser,Little_Jo_Jo-E'Lon_Cox,Detective_Lawrence-Michael_Ironside,Sal-J.J._Barry,Gino-Mike_Genovese,Sonja-Marlene_Warfield,Emma_Ray-Virginia_Capers,Freddy-Dennis_Farina,Dr._Weissman-Frederick_Coffin,Dr._Carlyle-Richard_Grossman,Big_Jake-Ken_Foree",Richard_Pryor,,,,
5689,5689,5689,5689,False,,0,Comedy,,26685,tt0058212,English,How to Murder Your Wife,"Stanley Ford leads an idyllic bachelor life. He is a nationally syndicated cartoonist whose Bash Brannigan series provides him with a luxury townhouse and a full-time valet, Charles. When he wakes up the morning after the night before - he had attended a friend's stag party - he finds that he is married to the very beautiful woman who popped out of the cake - and who doesn't speak a word of English. Despite his initial protestations, he comes to like married life and even changes his cartoon character from a super spy to a somewhat harried husband.",3.034758,http://img.omdbapi.com/?i=tt0058212&h=600&apikey=f3f2af9c,Murder_Inc.,United_States_of_America,1965-01-26,0.0,118.0,"English,Italiano",Released,Bring The Little Woman...Maybe She'll Die Laughing!,How to Murder Your Wife,False,6.3,30.0,1965,"Stanley_Ford-Jack_Lemmon,Mrs_Ford-Virna_Lisi,Charles-Terry-Thomas,Harold_Lampson-Eddie_Mayehoff,Edna-Claire_Trevor,Judge_Blackstone-Sidney_Blackmer,Tobey_Rawlins-Max_Showalter,Dr._Bentley-Jack_Albertson,Harold's_Secretary-Mary_Wickes,Bald_Actor_playing_Thug-Khigh_Dhiegh,Club_Member_in_Steam_Room-Barry_Kelley,Construction_Worker-William_Bryant,Club_Member_in_Steam_Room_/_Party_Guest-Edward_Faulkner,Men's_Club_Manager-Lauren_Gilbert,The_Trial_Judge-Howard_Wendell,Party_Girl-K.C._Townsend,Club_Member_in_Steam_Room-Charles_Bateman",Richard_Quine,,26685.0,99634.0,110838.0
5783,5783,5783,5783,False,,650000,"Horror,Thriller",,25239,tt0077713,English,Day of the Woman,"An aspiring writer is repeatedly gang-raped, humiliated, and left for dead by four men whom she systematically hunts down to seek revenge.",12.412877,http://img.omdbapi.com/?i=tt0077713&h=600&apikey=f3f2af9c,Cinemagic_Pictures,United_States_of_America,1978-11-02,0.0,101.0,English,Released,"This woman has just cut, chopped, broken and burned four men beyond recognition… but no jury in America would ever convict her!",I Spit on Your Grave,False,5.8,140.0,1978,"Jennifer_Hills-Camille_Keaton,Johnny-Eron_Tabor,Matthew_Lucas-Richard_Pace,Stanley-Anthony_Nichols,Andy-Gunter_Kleemann,Johnny's_Wife-Alexis_Magnotti,Johnny's_Daughter-Tammy_Zarchi,Johnny's_Son-Terry_Zarchi,Waitress-Traci_Ferrante,Porter-William_Tasgal,Butcher-Isaac_Agami,Supermarket_Girl-Ronit_Haviv",Meir_Zarchi,"rape,castration,revenge,suspense,blood,gang_rape,cruelty,hanging,cult_film,rape_and_revenge,video_nasty",,,
5902,5902,5902,5902,False,,0,Comedy,,44233,tt0245341,English,P.S. Your Cat Is Dead!,"With his life already in shambles -- his girlfriend just dumped him, he's lost his acting gig, and his cat is seriously ill -- sad-sack Jimmy Zoole (Steve Guttenberg) comes home New Year's Eve to find a gay burglar (Lombardo Boyar) looting his apartment. Taking the intruder hostage, Jimmy threatens to unleash his pent-up rage on the would-be thief but instead begins to bond with his captive.",0.296765,http://img.omdbapi.com/?i=tt0245341&h=600&apikey=f3f2af9c,mr._kirby_productions,United_States_of_America,2002-01-01,0.0,92.0,English,Rumored,,P.S. Your Cat Is Dead!,False,4.2,3.0,2002,"Jimmy_Zoole-Steve_Guttenberg,Eddie_Tesoro-Lombardo_Boyar,Aunt_Claire-Shirley_Knight,Carmine-A._J._Benza,Kate-Cynthia_Watros,Stewart_Thomas-Kenneth_Moskow,Fred_Gable-Tom_Wright",Steve_Guttenberg,independent_film,,,
6201,6201,6201,6201,False,,0,"Music,Documentary",,14308,tt0327920,English,I Am Trying to Break Your Heart,"A documentary by photographer Sam Jones documenting American rock band Wilco recording their fourth album Yankee Hotel Foxtrot. Originally intended as a showcase of the band's creative process, the film crew catches unexpected complications between the band and its record label and problems among the band members themselves.",0.998704,http://img.omdbapi.com/?i=tt0327920&h=600&apikey=f3f2af9c,,United_States_of_America,2002-06-21,0.0,92.0,English,Released,,I Am Trying to Break Your Heart,False,8.0,4.0,2002,"Himself-Jeff_Tweedy,Himself-John_Stirratt,Himself-Leroy_Bach,Himself-Glenn_Kotche,Himself-Jay_Bennett,Himself-Greg_Kot,Himself-Tony_Margherita,Himself-Fred_Armisen,Himself-Wes_Orshoski",Sam_Jones,,,,
6643,6643,6643,6643,False,,0,"Crime,Horror,Thriller,Mystery",,20321,tt0286594,English,Doctor Sleep,"While treating a policewoman for smoking, hypnotherapist Michael Strother has a telepathic vision of a young girl floating beneath the surface of a stream. The escaped victim of a ritualistic serial killer, the girl has become mute, and Michael is called upon by Scotland Yard to unlock the secrets she holds in order to catch a man who believes he has discovered the key to immortality.",6.327386,http://img.omdbapi.com/?i=tt0286594&h=600&apikey=f3f2af9c,"Film_Council,BBC_Films,British_Screen,The_Film_Consortium,Kismet_Film_Company","United_Kingdom,France",2002-02-01,0.0,108.0,"Français,English",Released,The deeper the sleep. The darker the fear.,Close Your Eyes,False,5.6,13.0,2002,"Michael_Strother-Goran_Visnjic,Janet_Losey-Shirley_Henderson,Clara_Strother-Miranda_Otto,Elliot_Spruggs-Paddy_Considine,Chief_Inspector_Clements-Corin_Redgrave,Grace-Claire_Rushbrook,Police_Detective-Andrew_French,Heather-Sophie_Stuckey",Nick_Willing,"london_england,psychology,mystery",,,
7622,7622,7622,7622,False,,0,"Comedy,Western",,11574,tt0065051,English,Support Your Local Sheriff,"A quick-witted drifter wanders into a lawless town in the midst of a gold rush. Shocked by the prices of food and meals he reluctantly takes the job of sheriff by amazing the Mayor with his lightning quick, dead eye pistol accuracy. He makes the town council know that he is really just passing through on his way to Australia and he will pull up and leave anytime he chooses (including at the first sign of real trouble). His first day on the job he takes on the biggest, meanest ranching family and meets his klutzy love interest.",2.167511,http://img.omdbapi.com/?i=tt0065051&h=600&apikey=f3f2af9c,"Cherokee_Productions,Three_Pictures",United_States_of_America,1969-03-26,0.0,92.0,English,Released,Bad Men... Bad Ladies... Bad Horses... OUt trouble-shooting sheriff always put his finger on it (or in it). No wonder they call him the FASTEST FINGER IN THE WEST,Support Your Local Sheriff,False,6.7,41.0,1969,"Jason_McCullough-James_Garner,Prudy_Perkins-Joan_Hackett,Pa_Danby-Walter_Brennan,Olly_Perkins-Harry_Morgan,Jake-Jack_Elam,Henry_Jackson-Henry_Jones,Joe_Danby-Bruce_Dern,Thomas_Devery-Willis_Bouchey,Tom_Danby-Gene_Evans,Fred_Johnson-Walter_Burke,Luke_Danby-Dick_Peabody,Brady-Chubby_Johnson,Mrs._Danvers-Kathleen_Freeman,Bartender-Dick_Haynes,(uncredited)-Richard_Alden,Brawler_at_Emma's_(uncredited)-Roydon_Clark,Brawler_at_Emma's_(uncredited)-Bill_Catching,Accordionist_at_Funeral_(uncredited)-Danny_Borzage,Man_at_Kate's_Eatery_(uncredited)-Robert_Anderson,Gunman_in_Saloon_(uncredited)-Gene_Coogan,Brawler_at_Emma's_(uncredited)-John_Daheim,Townsman_(uncredited)-Duke_Fishman,Gunfighter_Hired_by_Danby_(uncredited)-Richard_Hoyt,Bordello_Girl_at_Madame_Orr's_House_(uncredited)-Marilyn_Jones,Danby_Family_Member_(uncredited)-Jack_Lilley",Burt_Kennedy,"deputy_sheriff,mayor,australia,western_town,bar_shootout",,,
7757,7757,7757,7757,False,,0,Drama,,28219,tt0367790,English,How to Get the Man’s Foot Outta Your Ass,"Director Mario Van Peebles chronicles the complicated production of his father Melvin's classic 1971 film, ""Sweet Sweetback's Baadasssss Song."" Playing his father in the film, Van Peebles offers an unapologetic account of Melvin's brash and sometimes deceptive conduct on the set of the film, including questionable antics like writing bad checks, tricking a local fire department and allowing his son, Mario, to shoot racy sex scenes at the age of 11.",4.081547,http://img.omdbapi.com/?i=tt0367790&h=600&apikey=f3f2af9c,"Bad_Aaas_Cinema,Showtime_Networks,MVP_Films",United_States_of_America,2004-01-20,365248.0,108.0,English,Released,A Father - A Son - A Revolution,Baadasssss!,False,6.7,13.0,2004,"Mario_Van_Peebles-Mario_Van_Peebles,Priscilla-Joy_Bryant,Mario-Khleo_Thomas,Bill_Cosby-T._K._Carter,Big_T-Terry_Crews,Granddad-Ossie_Davis,Clyde_Houston-David_Alan_Grier,Sandra-Nia_Long,Jose_Garcia-Paul_Rodríguez,Howard_Kaufman-Saul_Rubinek,Bill_Harris-Rainn_Wilson,Officer-Don_Dowe",Mario_Van_Peebles,,,,
7922,7922,7922,7922,False,,0,"Comedy,Drama",,76076,tt0040884,English,The Time of Your Life,"Joe spends a lot of his time at Nick's Pacific Street Saloon. Tom, who credits Joe with once saving his life, stops by regularly to run errands for Joe. Today, Tom notices a woman named Kitty when she comes into Nick's, and he quickly falls in love with her. Meanwhile, a distraught young man repeatedly calls his girlfriend, begging her to marry him. Nick himself muses on all the various persons who come into his bar, some to ask for work and others just to pass the time.",0.124445,http://img.omdbapi.com/?i=tt0040884&h=600&apikey=f3f2af9c,"United_Artists,William_Cagney_Productions",United_States_of_America,1948-09-03,0.0,109.0,English,Released,FROM THE GREAT STAGE PLAY!,The Time of Your Life,False,4.0,3.0,1948,"Joseph_T-James_Cagney,Nick-William_Bendix,Tom-Wayne_Morris,Kitty_Duval-Jeanne_Cagney,Krupp_(a_bewildered_policeman)-Broderick_Crawford,McCarthy_(a_blatherskite)-Ward_Bond,Kit_Carson_(a_cowboy_also_called_Murphy)-James_Barton,Harry_(the_natural-born_tap_dancing_comedian)-Paul_Draper,Mary_L._(a_woman_of_quality)-Gale_Page,Dudley_Raoul_Bostwick_(a_young_man_in_love)-Jimmy_Lydon,Willie_(the_pinball_machine_maniac)-Richard_Erdman,Arab_Philosopher-Pedro_de_Cordoba,Wesley_(the_pianist)-Reginald_Beane,A_Tippler-John_'Skins'_Miller,Freddy_Blick_(a_stool_pigeon_and_frame-up_artist)-Tom_Powers,Society_Lady-Natalie_Schafer,Society_Gentleman-Howard_Freeman,Lorene_Smith_(a_blind_date)-Renie_Riano,Elsie_Mandelspiegel_(a_girl_in_love)-Nanette_Parks,Nick's_Mother-Grazia_Narciso,'Killer'-Claire_Carleton,Side-kick-Gladys_Blake,Newsboy-Lanny_Rees,Nick's_Daughter-Marlene_Aames",H.C._Potter,"gambling,saloon,jellybean",,,
7957,7957,7957,7957,False,,0,"Comedy,Drama",,67297,tt0158030,Spanish,La Niña De Tus Ojos,A company of Spanish movie makers leaves Franco's Spain and moves to Hitler's Germany to make a film in co-production. Soon some problems start to arise...,2.289624,http://img.omdbapi.com/?i=tt0158030&h=600&apikey=f3f2af9c,,Spain,1998-11-13,0.0,121.0,"Deutsch,Pусский,Español",Released,"A romantic comedy about war, filmmaking and impossible love.",The Girl of Your Dreams,False,7.1,15.0,1998,"Macarena_Granada-Penélope_Cruz,Blas_Fontiveros-Antonio_Resines,Julián_Torralba-Jorge_Sanz,Rosa_Rosales-Rosa_Maria_Sardà,Trini_Morenos-Loles_León,Lucía_Gandía-Neus_Asensi,Castillo-Santiago_Segura,Marco_Bonilla-Jesús_Bonilla,Václav_Passer-Miroslav_Táborský,Leo-Karel_Dobrý,Joseph_Goebbels-Johannes_Silberschneider,Heinrich_von_Wermelskirch-Götz_Otto",Fernando_Trueba,"prisoner,nazis,jewish",,,
8024,8024,8024,8024,False,,0,"Action,Thriller,Western",,51997,tt0052002,English,No Name on the Bullet,"Cool, cultured John Gant rides into Lordsburg. Gant is a professional killer, and although no one knows who he is there to kill, they are all worried. Everyone has enemies, and maybe Gant is in town for them. While they wait for him to make his move, paranoia starts taking over... Written by Ken Yousten John Gant, hired assassin rides into town. No one is sure of the identity of his intended victim. Townsfolk have shady pasts that make each one believe that John Gant is there to kill them. While each townsperson is falling apart from guilt, Gant is waiting in the hotel but is still given the blame for the shootings and the suicide of the Banker. Written by Carol Johnson",1.819554,http://img.omdbapi.com/?i=tt0052002&h=600&apikey=f3f2af9c,Universal_International_Pictures_(UI),United_States_of_America,1959-02-01,0.0,77.0,English,Released,,No Name on the Bullet,False,5.6,17.0,1959,"John_Gant-Audie_Murphy,Luke_Canfield-Charles_Drake,Anne_Benson-Joan_Evans,Roseanne_Fraden-Virginia_Grey,Lou_Fraden-Warren_Stevens,Asa_Canfield-R._G._Armstrong,Buck_Hastings-Willis_Bouchey,Judge_Benson-Edgar_Stehli,Reeger-Simon_Scott,Stricker-Karl_Swenson,Pierce-Whit_Bissell,Sid-Charles_Watts,Harold_Miller-Jerry_Paris,Storekeeper-Russ_Bender,Chaffee-John_Alderson",Jack_Arnold,hitman,,,
8223,8223,8223,8223,False,,15000000,"Music,Drama,Romance",http://www.newline.com/properties/raiseyourvoice.html,14024,tt0361696,English,Raise Your Voice,"Raise Your Voice is a coming-of-age story centered around a small-town singer, brokenhearted by the death of her brother in a car crash, who had secretly submitted her for a summer session at a performing arts academy in Los Angeles. In the performing arts academy, she experiences a whole new way of life in the big city, far from the small town lifestyle she's used to.",4.387004,http://img.omdbapi.com/?i=tt0361696&h=600&apikey=f3f2af9c,"New_Line_Cinema,FilmEngine,Brookwell-McNamara_Entertainment,ChickFlick_Productions",United_States_of_America,2004-08-10,14867514.0,103.0,"English,Français",Released,Don't Hold Back ...Don't Give Up.,Raise Your Voice,False,6.0,221.0,2004,"Teresa_'Terri'_Fletcher-Hilary_Duff,Jay_Corgan-Oliver_James,Simon_Fletcher-David_Keith,Engelbert__""Kiwi""_Wilson-Johnny_Lewis,Francis_Fletcher-Rita_Wilson,Denise_Gilmore-Dana_Davis,Robin_Childers-Lauren_C._Mayhew,Sloane-Kat_Dennings,Paul_Fletcher-Jason_Ritter,Nina_Fletcher-Rebecca_De_Mornay,Mr._Torvald-John_Corbett,Mr._Gantry-James_Avery",Sean_McNamara,"music,life's_dream,aspiring_singer,singer,teenager,death_of_brother,grieving,music_school,overprotective_father",,,
8236,8236,8236,8236,False,,2700000,Comedy,,55457,tt0077714,English,I Wanna Hold Your Hand,If they missed Beatles' first appearance in the U.S.A. they would hate themselves for the rest of their lives! So six young girls from New Jersey set off even though they don't have tickets for the show! The journey is full of surprises and misfortunes but the young ladies are determined to reach their idols.,2.186882,http://img.omdbapi.com/?i=tt0077714&h=600&apikey=f3f2af9c,Universal_Pictures,United_States_of_America,1978-04-20,0.0,104.0,English,Released,Some girls will do anything to meet their idols.,I Wanna Hold Your Hand,False,6.5,29.0,1978,"Pam_Mitchell-Nancy_Allen,Tony_Smerko-Bobby_Di_Cicco,Rosie_Petrofsky-Wendie_Jo_Sperber,Grace_Corrigan-Theresa_Saldana,Larry_Dubois-Marc_McClure,Richard_'Ringo'_Klaus-Eddie_Deezen,Janis_Goldman-Susan_Kendall_Newman,Peter_Plimpton-Christian_Juttner,Ed_Sullivan-Will_Jordan,Peter's_Father-Read_Morgan,Al-Claude_Earl_Jones,Eddie-James_Houghton,Neil-James_Hewitson,Sergeant_Brenner-Dick_Miller,CBS_Security_Guard-Vito_Carenzo",Robert_Zemeckis,"music,reference_to_the_beatles,friend",,,
