,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId
26659,26659,False,,0,"Action,Drama,Crime,Thriller",,4968,tt0293509,English,The Piano Player,A tale about the relationship between a businessman who launders money for a Mafia figure and his gangster bodyguard.,1.260539,/tKAF0RDJXwE0V8qr0WcdJtXHyQU.jpg,nan,"Germany,Spain,United_Kingdom,United_States_of_America",2003-07-22,0.0,91.0,English,Released,A deadly hit to erase the past,The Piano Player,False,3.6,4.0,2003,"Christopher Lambert,Dennis Hopper,Simon Mabija,Jeane Manson,James Faulkner,Mode Theu,Diane Kruger",Jean-Pierre Roux,"money laundering,hitman,mission of murder,bodyguard,relationship,piano",4968.0,261066.0,55479.0
26844,26844,False,,0,"Action,Western",,32560,tt0058525,English,Rio Conchos,"Two Army officers, an alcoholic ex-Confederate soldier and a womanizing Mexican travel to Mexico on a secret mission to prevent a megalomaniacal ex-Confederate colonel from selling a cache of stolen rifles to a band of murderous Apaches.",1.842453,/9pVZCC0ytCZ6HsQuuIBJBHuDIOB.jpg,Twentieth_Century_Fox_Film_Corporation,United_States_of_America,1964-10-28,0.0,107.0,English,Released,Four men stalking the Apache nation...on a mission that could drench the whole Southwest in blood and flames!,Rio Conchos,False,5.4,10.0,1964,"Richard Boone,Stuart Whitman,Anthony Franciosa,Jim Brown,Timothy Carey,Wende Wagner,Warner Anderson,Rodolfo Acosta,Barry Kelley,Vito Scotti,House Peters Jr.,Kevin Hagen,Edmond O'Brien",Gordon Douglas,"apache,rifle,mission,mexican,bar shootout",32560.0,59346.0,19545.0
27310,27310,False,,0,"Crime,Adventure,Action",,200863,tt0060704,Italian,Missione speciale Lady Chaplin,"Lady Chaplin is a beautiful woman, she is a fashion stylist and she owns an atelier in Paris. Zoltan is a rich American specialized in submarine researches. Dick Malloy is an American secret agent. What have the three in common? Perhaps a sunk American atomic submarine with sixteen missiles still on board? And why every other scene one, two, ten or more men are trying to kill Malloy in every conceivable way?",0.520407,/bNmafnVv6bzIRso2oeiYyFogFJ9.jpg,"Les_Productions_Jacques_Roitfeld,Fida_Cinematografica,Sincronía","France,Italy,Spain",1966-08-12,0.0,99.0,Italiano,Released,,Special Mission Lady Chaplin,False,0.0,0.0,1966,"Ken Clark,Daniela Bianchi,Helga Liné,Ida Galli,Mabel Karr,Jacques Bergerac",Sergio Grieco,"spy,077",,,
27488,27488,False,,0,Crime,,208495,tt1532538,English,Mission Park,"Four friends from the rough side of town grow apart when two are consumed by a life of crime, and the other two become FBI agents sent deep undercover - to bring down those childhood friends.",1.440951,/WzLCqQfGU1ODLURKDwqCCq45H2.jpg,nan,nan,2013-09-06,0.0,101.0,,Released,,Mission Park,False,5.1,5.0,2013,"Jeremy Ray Valdez,Walter Perez,Fernanda Romero,Will Rothhaar,Joseph Julian Soria,Will Estes,Jesse Borrego,Vivica A. Fox,Sean Patrick Flanery,Douglas Spain,Julio Cedillo,David J. Phillips,Bryce Cass",Bryan Ramirez,police officer,,,
27797,27797,False,,0,"Comedy,Drama,Romance",,180954,tt0030933,English,Vessel of Wrath,"Ginger Ted, AKA Edward Claude Wilson (Charles Laughton) a drunkard and womanizer, and Miss Jones,(Elsa Lanchester) a missionary, live in the Alas Islands. During a cholera epidemic, Ginger Ted and Miss Jones are sent to an outlying part of the islands to run a hospital; on their return, their motorboat breaks down, and they are marooned overnight on a small island.",0.657391,/eEL8WAXMTkSr9p8TKeyTLtIb7ob.jpg,Mayflower_Pictures_Corporation,United_Kingdom,1938-03-04,0.0,92.0,English,Released,,Vessel of Wrath,False,10.0,1.0,1938,"Charles Laughton,Elsa Lanchester,Robert Newton,Tyrone Guthrie,Eliot Makeham,Dolly Mollinger,D.A. Ward,J. Solomon",Erich Pommer,"missionary,drunk",,,
27828,27828,False,,0,Science_Fiction,,72809,tt0252612,Russian,Kosmicheskiy reys: Fantasticheskaya novella,"Soviet cinematographers created a progressively realistic image of a journey to the moon in these early days of special effects. Scientist Pavel Sedikh grows impatient with the restrictions of the conservative Soviet space institute in Moscow. Sedikh builds his own spacecraft, and accompanied by a female astronaut and a boy, he embarks on a the first human trip to the moon.",0.199107,/pXOoTMuTFWA1UH6ugA1yOOPaKnR.jpg,Mosfilm,Soviet_Union,1936-01-21,0.0,70.0,Pусский,Released,,Cosmic Journey,False,5.8,4.0,1936,"Sergei Komarov,K. Moskalenko,Vassili Gaponenko,Nikolay Feoktistov,Vasili Kovrigin,Sergei Stolyarov",Vasili Zhuravlyov,lunar mission,,,
28313,28313,False,,0,nan,,128563,tt0077363,English,Il commissario di ferro,"Pretty solid Merli/Massi collaboration. The plot is a simple one that centers on various kidnapping episodes. With each scenario, the stakes increase for Merli's character and he must race against the clock to resolve each standoff.",4.4e-05,/gxGEspNZfzpi46lygEIpOARPVbG.jpg,nan,Italy,1978-01-01,0.0,82.0,Italiano,Released,,The Iron Commissioner,False,0.0,0.0,1978,"Maurizio Merli,Janet Ågren,Ettore Manni,Chris Avram",Stelvio Massi,,,,
28405,28405,False,,0,Action,,46971,tt0090323,English,Wild Geese II,A group of mercenaries is hired to spring Rudolf Hess from Spandau Prison in Berlin.,1.265037,/cPWVnUhwTJzM5blBzQEqXaS09rB.jpg,"Frontier_Films,Thorn_EMI_Screen_Entertainment","Australia,United_Kingdom",1985-10-18,0.0,125.0,English,Released,They're back in the most spectacular rescue mission ever filmed!,Wild Geese II,False,4.0,11.0,1985,"Scott Glenn,Barbara Carrera,Edward Fox,Laurence Olivier,Robert Webber,Robert Freitag,Kenneth Haigh,Stratford Johns,Derek Thompson,Paul Antrim,John Terry,Ingrid Pitt,Patrick Stewart,Michael N. Harbour,David Lumsden",Peter R. Hunt,"germany,europe,prisoner,mercenary,west berlin,rescue mission",,,
28701,28701,False,,0,"Drama,Thriller",,207766,tt2095713,English,Missionary,A wife and mother starts an affair with a young missionary... with disastrous consequences.,0.30267,/whxCYv96hme7ZgMrf3eVZUQpvTY.jpg,nan,nan,2013-07-25,0.0,90.0,English,Released,,Missionary,False,5.1,7.0,2013,"Dawn Olivieri,Mitch Ryan,Kip Pardue,J. Larose",Anthony DiBlasi,,,,
28754,28754,False,,7500,"Adventure,Comedy,Fantasy,Science_Fiction",,2963,tt0000499,French,Voyage à travers l'impossible,"Using every known means of transportation, several savants from the Geographic Society undertake a journey through the Alps to the Sun which finishes under the sea.",1.529176,/dyBgVacU4fKNXwsKLEWjiUILJQX.jpg,"Star-Film,Georges_Méliès",France,1904-10-01,0.0,20.0,No Language,Released,,The Impossible Voyage,False,7.1,32.0,1904,"Georges Méliès,Fernande Albeny,Jeanne d'Alcy,May de Lavergne",Georges Méliès,"moon,space travel,space,steampunk,crash,silent film,voyage,catastrophe,short",2963.0,160672.0,53151.0
28803,28803,False,,0,Adventure,,38681,tt0058882,English,Agente 077 missione Bloody Mary,Agent 077 - Mission Bloody Mary or Agente 077 missione Bloody Mary is a 1965 Italian action spy adventure film. The first of the Secret Agent 077 film series directed by Sergio Grieco.,0.018488,/hn1FtWYUCGMuI3FZTseRaK3HoKP.jpg,"Época_Films_S.A.,Fida_Cinematografica","France,Italy,Spain",1965-08-13,0.0,101.0,Français,Released,,Mission Bloody Mary,False,0.0,0.0,1965,"Ken Clark,Helga Liné,Philippe Hersent,Mitsouko,Umberto Raho,Susan Terry,Antonio Gradoli,Andrea Scotti,Franca Polesello,Erika Blanc,Dario Michaelis,Tomás Blanco,Alfredo Mayo",Sergio Grieco,"spy,secret agent,077",,,
29386,29386,False,,0,Documentary,http://www.donetheimpossible.com/,33370,tt0838164,English,Done the Impossible,"A documentary covering Firefly's birth, death and rebirth from the perspective of both the fans and the cast and crew of both productions.",1.192406,/9jIljlKeEOgpeL9ESu33R77cItw.jpg,nan,United_States_of_America,2006-07-28,0.0,79.0,English,Released,The Fans' Tale of 'Firefly' and 'Serenity',Done the Impossible,False,6.8,7.0,2006,"Adam Baldwin,Jewel Staite,Alan Tudyk,Christina Hendricks,Christopher Buchanan,Joss Whedon,Nathan Fillion,Orson Scott Card,Morena Baccarin,Ron Glass",Tony Hadlock,"fan culture,documentary,science fiction,firefly,joss whedon,fandom",,,
29429,29429,False,,25000000,"Family,Animation",,36696,tt1272051,Russian,Белка и Стрелка. Звёздные собаки,"Belka, the amazing flying dog is unexpectedly hurdled into the streets of Moscow when the rocket she is in malfunctions during one of her circus routines. Fortunately the crash leads her to meet a streetwise dog named Strelka and her irredeemable rat friend Venya. Together with other amusing friends found along the way, the three find themselves in a space program-training center where they get sent away in a rocket, leaving planet Earth...",4.037707,/sdZMcTeTZpk5fAPhRmYoilPlImh.jpg,CN_Film,"United_States_of_America,Russia",2010-03-18,6500000.0,85.0,Pусский,Released,,Space Dogs,False,6.3,10.0,2010,"Anna Bolshova,Evgeny Mironov,Sergey Garmash,Aleksandr Bashirov,Elena Yakovleva,Chloë Grace Moretz,Dorothy Elias-Fahn,Spike Spencer,Richard Epcar,J. B. Blanc",Inna Evlannikova,"russia,space mission,space,outer space,dog",,,
29769,29769,False,,0,Documentary,,259180,tt0378936,English,Den umulige time,"The Impossible Hour is a concentrated study of Ole Ritter's attempt in Mexico City in 1974 to set a new record for the hour - described in the film as ""the noblest, most difficult record that can be set on a bicycle"". A brief retrospective in black and white sets the historical framework, with shots of Ritter and Eddy Merckx' successful record attempts in 1968 and 1972 respectively, and a few words about former record holders such as Fausto Coppi.The film follows Ritter's three record attempts chronologically, which, accompanied by a Mexican marching band on the bandstand, all fail.",4.9e-05,/6vxM3Shr1iR6CirwR8p9GqQTWoI.jpg,nan,"Denmark,Mexico",1974-03-08,0.0,45.0,English,Released,,The Impossible Hour,False,0.0,0.0,1974,Ole Ritter,Jørgen Leth,"sports history,cycling",,,
29986,29986,False,,0,"Thriller,Action,Drama",,241562,tt0254814,English,Missione finale,"The story in short: Some kind of evil people, have found out a way to extract bodily fluids from the base of the brain of unsuspecting victims. This fluid is then used for some reason or another. A couple of western heroes have to stop this in true 80's action style, big explosions and violence ensue.",0.006091,/abHTugiWSRluMFl7j1uSkCXRGeT.jpg,Amerinda_Est,"Italy,North_Korea",1988-01-01,0.0,84.0,"English,한국어/조선말",Released,A mission of life or death!,Ten Zan - Ultimate Mission,False,5.5,2.0,1988,"Frank Zagarino,Mark Gregory,Romano Kristoff,Jinny Rockers,Sabrina Siani,Charles Borromel,Charles Robert Jenkins",Ferdinando Baldi,"terrorist,asia,mercenary,human experimentation,agent,child kidnapping",,,
30250,30250,False,,0,"Action,Adventure,Crime,Science_Fiction,Thriller",,270585,tt0059935,English,Agente Logan - missione Ypotron,Agent Lemmy Logan is investigating the case of a missing NASA scientist and discovers that an ex nazi is developing  a new super weapon.,0.887984,/eIpLLJHwsmFL3xBOm5QOKEWoUP1.jpg,nan,nan,1966-08-28,0.0,100.0,,Released,,Agente Logan - missione Ypotron,False,0.0,0.0,1966,"Luis Dávila,Gaia Germani,Alfredo Mayo,Jesús Puente,Janine Reynaud,Alberto Dalbés,Luciano Pigozzi",Giorgio Stegani,"spy,espionage,james bond spoof,eurospy",,,
30264,30264,False,,0,"Action,Drama,Foreign",,46406,tt0248185,Hindi,Mission Kashmir,A police officer adopts the son and sole survivor of a family he has massacred while pursuing a terrorist. After some time the foster son finds out what the stepfather did.,0.627427,/rHbubEtus68VKJYaBwxxT65kFFw.jpg,nan,nan,2000-10-27,0.0,0.0,"اردو,Deutsch,हिन्दी",Rumored,,Mission Kashmir,False,5.8,15.0,2000,"Sanjay Dutt,Hrithik Roshan,Preity Zinta,Jackie Shroff,Sonali Kulkarni,Puru Rajkumar,Rajendra Gupta",Vidhu Vinod Chopra,,,,
30450,30450,False,,0,"Comedy,Drama",,33744,tt0063128,English,The Impossible Years,"Trouble in suburbia: psychiatrist's teenage daughter gets arrested for demonstrating on a college campus--holding a sign with a ""dirty word"" written on.",0.152165,/lLpsN5xZxJAT35n6yqPCyDK0sf5.jpg,Marten_Pictures,United_States_of_America,1968-12-05,0.0,92.0,English,Released,The Battle of the Ages!,The Impossible Years,False,8.3,3.0,1968,"David Niven,Lola Albright,Chad Everett,Ozzie Nelson,Cristina Ferrare,Darleen Carr,Rich Chalet,Jeff Cooper,Michael McGreevey,Don Beddoe,Norma Varden,John Harding,Louise Lorimer,Robert Foulk,Leoda Richards",Michael Gordon,psychiatrist,,,
30601,30601,False,,0,Documentary,,286407,tt2004304,English,Mission Blue,"Feature documentary about legendary oceanographer, marine biologist, environmentalist and National Geographic Explorer-in-Residence Sylvia Earle, and her campaign to create a global network of protected marine sanctuaries",0.658563,/oo9evUcGESyR3UYSp8VBjEDDk2j.jpg,"Insurgent_Media,True_Blue_Films","Bermuda,Ecuador,United_States_of_America",2014-01-30,0.0,94.0,English,Released,,Mission Blue,False,7.7,7.0,2014,"James Cameron,Michael deGruy,Sylvia Earle,Bryce Groark,Jeremy Jackson,Carl Safina",Robert Nixon,"ocean,oceanography,activist,marine conservation",,,
30721,30721,False,,175000000,"Action,Adventure,Crime,Fantasy,Science_Fiction",http://www.suicidesquad.com/,297761,tt1386697,English,Suicide Squad,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",42.965027,/e1mjopzAS2KNsvpbpahQ1a6SkSn.jpg,"DC_Comics,Dune_Entertainment,Atlas_Entertainment,Warner_Bros.,DC_Entertainment",United_States_of_America,2016-08-02,745600054.0,123.0,English,Released,Worst Heroes Ever,Suicide Squad,False,5.9,7717.0,2016,"Will Smith,Margot Robbie,Joel Kinnaman,Viola Davis,Jared Leto,Jai Courtney,Jay Hernandez,Adewale Akinnuoye-Agbaje,Cara Delevingne,Karen Fukuhara,Adam Beach,Ike Barinholtz,Scott Eastwood,Common,David Harbour,Jim Parrack,Alex Meraz,Corina Calderon,Robin Atkin Downes,Shailyn Pierre-Dixon,Matt Baram,Alain Chanoine,Ted Whittall,Michael Murray,Jaime FitzSimons,Ben Affleck,Ezra Miller,Christopher Dyson,Bambadjan Bamba,Robert B. Kennedy,Billy Otis,James McGowan,Derek Perks,Aidan Devine,Andrew Bee,Clive McLean,Frank J. Zupancic,Kent Sheridan,Roger Shank,Dwight Ireland,Amanda Brugel,Peter Tufford Kennedy,Rosemary De Los Santos,Kevin Hanchard,Joel Lacoursiere,Jameson Kraemer,Ho Chow,Birgitte Solem,Kevin Vance,Tyler Grey,Nathan Brown,Kenneth Choi,Nicolas Van Burek,Agueda Cardenas,Daniela Uruena,Nicolas Uruena,Ariane Bellamar,Murray Urquhart,Alyssa Veniece,Tim Ajro,Devlin Anderson,Briana Andrade-Gomes,Raffi Atamian,John Byers,Heather Byrne,Corey Chainey,Shak Chaudhry,James Chilli Chillingworth,Andrew Christie,Alex Chung,Gavin R. Downes,Reid Eastwood,Scott Edgecombe,Brendan Egan,Jeff Ellenberger,Mark Falvo,Tatyana Figueiredo,Gary 'Si-Jo' Foo,Tazito Garcia,Brianna Goldie,Ryan Groves,William Hainsworth,Shawn J. Hamilton,Shane Harbinson,Fatimah Hassan,Dexter Howe,Melanie Hubert,David Ingram,Shane Clinton Jarvis,Actor Sergio Kato,Kevin Kent,Martin Kessler,Melissa Lem,John MacDonald,Stephanie Manchulenko,Matthew Mease,Christopher Meneses,Valiant Michael,Sabine Mondestin,Justin Moses,Drew Moss,Afsheen Olyaie,Dan Petronijevic,Alisha Phillips,Tamina Pollack-Paris,Michael Prather,Dennisha Pratt,Asad Que,Mark Quigley,Darryl Quon,Diezel Ramos,Hugh Scott,Jasmine Sean,Attila Sebesy,Rick Silver,Connor Skific,Jamie Soricelli,Amos Stern,Goran Stjepanovic,Vivienne Taylor,Jasmine Renée Thomas,Alen Toric,Dallas Wade,Joe Warshaw,Tony Watt,James Weicht,Taylor Whittaker,Robert L. Wilson",David Ayer,"dc comics,shared universe,anti hero,secret mission,villain,superhero,supervillain,dc extended universe",,,
31783,31783,False,,0,"Thriller,Action,Drama",,165550,tt0134912,English,Provocateur,"In 1994 South Korea, a female North Korean spy integrates herself as a housekeeper for U.S. military officer to steal classified documents, but soon worries about her cover when she falls for the teenage son of the officer.",0.992281,/akKfL5Cj3qXhUcyvhc5JQKrgzq8.jpg,Via_Appia_Communications,"United_States_of_America,Canada",1998-05-19,0.0,103.0,"English,한국어/조선말",Released,Sometimes the enemy is closer than you think...,Provocateur,False,3.0,1.0,1998,"Jane March,Stephen Mendel,Lillo Brancato,Nick Mancuso,Cary-Hiroyuki Tagawa",Jim Donovan,"spy,secret,technology,intelligence,nudity,mission,korea,espionage,agent",,,
32553,32553,False,Dungeons & Dragons Collection,12000000,"Adventure,Fantasy",,135858,tt1733125,English,Dungeons & Dragons: The Book of Vile Darkness,"A noble warrior must battle dragons and demons while upholding his moral code as he covertly joins a group of villains to rescue his kidnapped father from Shathrax, the Mind Flayer, who threatens to destroy the world.",4.422468,/thLd3eMzbRTjcCbal9j7x2WumPa.jpg,"Zinc_Entertainment_Inc.,Bomar_OOD","Bulgaria,United_States_of_America",2012-08-08,0.0,90.0,English,Released,,Dungeons & Dragons: The Book of Vile Darkness,False,4.2,17.0,2012,"Charlotte Hunter,Jack Derges,Anthony Howell,Eleanor Gecks,Habib Nasib Nader,Barry Aird,Meagan Good,Kaloian Vodenicharov,Ryan H. Jackson,Lex Daniel,Dominic Mafham",Gerry Lively,"heroic mission,sword and sorcery",,,
32618,32618,False,,0,"Science_Fiction,Drama,Fantasy,Romance",http://ohmygomez.com/mariposa,324578,tt3919820,Spanish,Mariposa,"A butterfly, a creature symbolising rebirth and a new beginning, epitomises Romina’s and Germán’s world, a world that consists of two parallel realities. In one of them they grow up as siblings who desire each other and try to give shape to their love without sexual fulfilment; in the other they are a young man and woman who form an awkward friendship instead of succumbing to their feelings for each other. Germán finds himself in a discordant relationship with Mariela. Mariela’s brother is interested in Bruno. Bruno is with Romina, but wants to be with Germán. Playfully alternating between these two realities, the lovers find themselves drawn into ever new couplings in order to explore their intuitive feelings – cautiously, but at the same time prepared to lose everything.",0.35236,/bX6HbAYnblsfsnFsMzdLO3yDHZo.jpg,"INCAA,Universidad_del_Cine,Oh_My_Gomez!_Films,Roberto_Me_Dejó_Films",Argentina,2015-02-07,0.0,103.0,Español,Released,Do you believe in parallel universes?,Butterfly,False,10.0,3.0,2015,"Ailín Salas,Javier De Pietro,Julián Infantino,Malena Villa,Justo Calabria,María Laura Cali,Jorge Díez,Pilar Fridman,Alejandra Herren,Ezequiel Almeida,Manuela Iseas,Javier Ulises Maestro,Camila Romagnolo,Santos Diego Bautista,Antonia De Michelis,Lala Mendía,Nahuel de Anna",Marco Berger,"gay,brother sister relationship,homosexuality,homoeroticism,impossible love,siblings relations,intertwined lives",,,
33233,33233,False,,0,"Adventure,Animation,Action",http://www.hxh-movie.jp/,239523,tt3198698,Japanese,劇場版 HUNTER×HUNTER -The LAST MISSION-,"The strongest Hunters that once existed in the Hunters Association were split into ""light"" and ""dark"", and each walked down their respective paths. The ""dark"" side begins moving in order to massacre all Hunters! What actions will Gon take when the many crimes of Netero and the Hunters Association are unveiled...?!",1.771411,/gDFmVL29rtvKJxzvvdhmaSvLgW6.jpg,nan,nan,2013-12-27,0.0,97.0,日本語,Released,,Hunter × Hunter: The Last Mission,False,5.8,19.0,2013,"Megumi Han,Nagai Ichirou,Mariya Ise,Miyuki Sawashiro,Keiji Fujiwara",Keiichirou Kawaguchi,,,,
33543,33543,False,,46000000,"Drama,History",http://www.silencemovie.com/,68730,tt0490215,English,Silence,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",14.16938,/sHM6i6se7mwKGRDvW4nQC7dkeKI.jpg,"CatchPlay,Waypoint_Entertainment,Cappa_Defina_Productions,Sikelia_Productions,Fábrica_de_Cine,Emmett_Furla_Oasis_Films_(EFO_Films),SharpSword_Films","Mexico,Taiwan,United_States_of_America",2016-12-22,23737523.0,161.0,"日本語,English",Released,Sometimes silence is the deadliest sound,Silence,False,7.0,754.0,2016,"Andrew Garfield,Adam Driver,Tadanobu Asano,Ciarán Hinds,Liam Neeson,Issei Ogata,Shinya Tsukamoto,Yoshi Oida,Yosuke Kubozuka,Nana Komatsu,Béla Baptiste,Michié,Katsuo Nakamura,Ryo Kase,Motokatsu Suzuki,Yasushi Takada,Ten Miyazawa,Kaoru Endô,Diego Calderón,Shi Liang,Miho Harita,Hairi Katagiri,Hiroko Isayama,Yutaka Mishima,Yoriko Douguchi,Kansai Eto,Shun Sugata,Hako Ohshima,Hideki Nishioka,Nobuaki Fukuda,Munetaka Aoki,Tetsu Watanabe,Yoshihiro Takayama,Asuka Kurosawa,SABU",Martin Scorsese,"christianity,japan,missionary,based on novel,betrayal,torture,martyrdom,crisis of faith,portuguese,17th century,shogunate,jesuit priest,religious persecution,religious icon,apostasy",,,
33862,33862,False,,0,"Drama,Action,Thriller",,235704,tt3144098,Korean,동창생,"The son of a North Korean spy decides to follow in his father's footsteps to protect his little sister. After his father’s botched espionage mission, North Korean Myung-hoon and his young sister Hye-in are sent to a labor prison camp. In order to save his sister’s life, Myung-hoon volunteers to become a spy and infiltrates the South as a teenage defector. While attending high school in the South, he meets another girl named Hye-in, and rescues her when she comes under attack. South Korean Intelligence soon discover Myung-hoon’s activities and begin tracking him, all the while his own government sends a vicious assassin to eliminate him.",6.555233,/hNBuJ4ucaYvDcnWxtKCq65t5fft.jpg,"Showbox_Entertainment,Lamp,_The,Golden_Fish_Pictures",South_Korea,2013-11-05,0.0,113.0,한국어/조선말,Released,,Commitment,False,7.2,49.0,2013,"Choi Seung-Hyun,Han Ye-ri,Yoon Je-moon,Cho Seong-ha,Kim Yoo-jung,Lee Joo-sil,Kim Sun-Kyung,Jung Ho-Bin,Kim Min-jae,Park Sung-woong,Kang Han-Na,Yoo Jae-Myung",Park Hong-soo,"assassin,secret mission,secret agent,high school,bullying,murder,motorcycle,government assassin,north korean,north korea",,,
33939,33939,False,,0,Drama,,206,tt0287624,English,Paradise Found,"Paradise Found is a biography about the painter Paul Gauguin. Focusing on his personal conflict between citizen life and his family life and the art scene in Frane. In an incredible imagery montage Gauguin manages to make a successful living in the South Pacific, while being in opposition to France.",1.623172,/yyEpqB4yfqHkWerCbeD9UD6ZqRc.jpg,nan,"Australia,Germany,France,United_Kingdom",2003-01-01,0.0,89.0,English,Released,,Paradise Found,False,6.8,6.0,2003,"Kiefer Sutherland,Alun Armstrong,Nastassja Kinski,Thomas Heinze,Chris Haywood,Nicholas Hope",Mario Andreacchio,"paris,south seas,paradise,missionary,jungle,catholicism",206.0,114805.0,77350.0
34830,34830,False,,0,"Action,Adventure,History",,75143,tt0117620,English,Sharpe's Mission,"Sharpe is teamed with a Colonel he helped promote and they are tasked to destroy a powder magazine, but an alliance with the French may threaten their success. Meanwhile, Jane is wearying of the army life and Harper and Ramona are at odds.",0.978978,/iLTx4WbUtGjzkyr36WhQXkpZlvM.jpg,"Picture_Palace,Celtic_Films_Entertainment",United_Kingdom,1996-05-15,0.0,100.0,"English,Magyar,Pусский",Released,,Sharpe's Mission,False,7.2,10.0,1996,"Sean Bean,Daragh O'Malley,Abigail Cruttenden,James Laurenson,Hugh A. Robertson,Mark Strong,John Tams",Tom Clegg,,,,
36017,36017,False,,0,Drama,,21167,tt1289432,Dutch,SM Rechter,"In 1997, the Belgian public was in shock when judge Koen A. was convicted for the S&amp;M relationship with his wife. Although their life was destroyed by the verdict, Koen and his wife Magda remain together today. The film is a story about dark sexuality and true love, told from the lover's unique point of view",1.244851,/qVLtftxsEMpn8xCt6PIs1kCkj2X.jpg,Caviar_Films,Belgium,2009-03-11,0.0,84.0,Nederlands,Released,,S&M Judge,False,6.5,10.0,2009,"Veerle Dobbelaere,Eugene Bervoets,Marie Vinck,Dirk van Dijck,Bruno Vanden Broecke,Axel Daeseleire,Michael Pas,Tom Waes,Barbara Sarafian,Carry Goossens,Koen van Impe,Sofia Ferri",Erik Lamens,"fetish,bdsm,submission,sexual domination,erotic movie",,,
36018,36018,False,,0,Drama,,21167,tt1289432,Dutch,SM Rechter,"In 1997, the Belgian public was in shock when judge Koen A. was convicted for the S&amp;M relationship with his wife. Although their life was destroyed by the verdict, Koen and his wife Magda remain together today. The film is a story about dark sexuality and true love, told from the lover's unique point of view",1.244851,/qVLtftxsEMpn8xCt6PIs1kCkj2X.jpg,Caviar_Films,Belgium,2009-03-11,0.0,84.0,Nederlands,Released,,S&M Judge,False,6.5,10.0,2009,"Veerle Dobbelaere,Eugene Bervoets,Marie Vinck,Dirk van Dijck,Bruno Vanden Broecke,Axel Daeseleire,Michael Pas,Tom Waes,Barbara Sarafian,Carry Goossens,Koen van Impe,Sofia Ferri",Erik Lamens,"fetish,bdsm,submission,sexual domination,erotic movie",,,
36131,36131,False,OSS 117 The Original Saga,0,"Action,Crime",,111480,tt0059206,French,Furia à Bahia pour OSS 117,A secret agent is dispatched to find a rare and valuable drug.,0.169425,/5Cw7MGuBChTxD08nnReVviszfMp.jpg,nan,"France,Italy",1965-07-02,0.0,99.0,"Français,Deutsch",Released,"His orders : ""Kill or be killed!""",OSS 117: Mission for a Killer,False,8.5,2.0,1965,"Frederick Stafford,Mylène Demongeot,Raymond Pellegrin,Perrette Pradier,Annie Anderson,Jacques Riberolles,François Maistre,Yves Furet,Guy Delorme,Jean-Pierre Janic,Yvan Chiffre,Guy Fox,Rico López",André Hunebelle,,,,
36132,36132,False,OSS 117 The Original Saga,0,"Action,Crime",,111480,tt0059206,French,Furia à Bahia pour OSS 117,A secret agent is dispatched to find a rare and valuable drug.,0.169425,/5Cw7MGuBChTxD08nnReVviszfMp.jpg,nan,"France,Italy",1965-07-02,0.0,99.0,"Français,Deutsch",Released,"His orders : ""Kill or be killed!""",OSS 117: Mission for a Killer,False,8.5,2.0,1965,"Frederick Stafford,Mylène Demongeot,Raymond Pellegrin,Perrette Pradier,Annie Anderson,Jacques Riberolles,François Maistre,Yves Furet,Guy Delorme,Jean-Pierre Janic,Yvan Chiffre,Guy Fox,Rico López",André Hunebelle,,,,
37099,37099,False,,80000000,"Action,Drama,History,Thriller",https://www.facebook.com/thefinesthoursmovie,300673,tt2025690,English,The Finest Hours,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,10.385757,/5vfRMplGxOzMiJu0FGFCA1ic44Q.jpg,"Walt_Disney_Pictures,Whitaker_Entertainment,Bergsten_Music,Red_Hawk_Entertainment",United_States_of_America,2016-01-25,52099090.0,114.0,English,Released,"32 survivors, room for 12.",The Finest Hours,False,6.3,597.0,2016,"Chris Pine,Casey Affleck,Ben Foster,Eric Bana,Holliday Grainger,John Ortiz,Kyle Gallner,John Magaro,Graham McTavish,Michael Raymond-James,Beau Knapp,Josh Stewart,Abraham Benrubi,Keiynan Lonsdale,Rachel Brosnahan,Benjamin Koldyke,Matthew Maher,Jesse Gabbard,Alexander Cook,Danny Connelly,Angela Hope Smith,John Franchi",Craig Gillespie,"coast guard,based on true story,survival,rescue mission,storm at sea,sinking ship,1950s,3d",,,
